"filename", "language", "CMake", "Shell Script", "C++", "Markdown", "Python", "YAML", "Objective-C++", "XML", "Properties", "Groovy", "Batch", "C", "JSON", "HTML", "Makefile", "Java", "JavaScript", "comment", "blank", "total"
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/CHANGE_LIST.md", "Markdown", 0, 0, 0, 623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 753
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/CMakeLists.txt", "CMake", 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 195
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/CODE_OF_CONDUCT.md", "Markdown", 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 133
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/LICENSE.md", "Markdown", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 67
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/README.md", "Markdown", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 119
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/docs/ARA.md", "Markdown", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 77
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/docs/Accessibility.md", "Markdown", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 50
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/docs/CMake API.md", "Markdown", 0, 0, 0, 659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 213, 872
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/docs/JUCE Module Format.md", "Markdown", 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 236
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/docs/Linux Dependencies.md", "Markdown", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 74
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/docs/README.md", "Markdown", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 35
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/docs/doxygen/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 7, 16
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/docs/doxygen/make.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/docs/doxygen/process_source_files.py", "Python", 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 27, 181
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/Android/app/CMakeLists.txt", "CMake", 4557, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 4577
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/Android/app/build.gradle", "Groovy", 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 17, 112
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/Android/app/src/debug/res/values/string.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/Android/app/src/main/AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/Android/app/src/release/res/values/string.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/Android/build.gradle", "Groovy", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/Android/gradle.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/Android/gradle/wrapper/gradle-wrapper.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/Android/gradlew.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 16, 25, 91
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/Android/settings.gradle", "Groovy", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/LinuxMakefile/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 4, 44, 210
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/VisualStudio2022/AudioPerformanceTest_App.vcxproj", "XML", 0, 0, 0, 0, 0, 0, 0, 4136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4138
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/iOS/AudioPerformanceTest/Images.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 122
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/iOS/AudioPerformanceTest/Images.xcassets/LaunchImage.launchimage/Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 57
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Builds/iOS/LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/CMakeLists.txt", "CMake", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 48
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/JuceHeader.h", "C++", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 53
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_audio_basics.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_audio_basics.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_audio_devices.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_audio_devices.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_audio_formats.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_audio_formats.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_audio_processors.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_audio_processors.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_audio_processors_ara.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_audio_processors_lv2_libs.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_audio_utils.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_audio_utils.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_core.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_core.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_core_CompilationTime.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_data_structures.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_data_structures.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_events.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_events.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_graphics.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_graphics.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_graphics_Harfbuzz.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_graphics_Sheenbidi.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_gui_basics.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_gui_basics.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_gui_extra.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/JuceLibraryCode/include_juce_gui_extra.mm", "Objective-C++", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 9
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Source/Main.cpp", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 14, 101
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPerformanceTest/Source/MainComponent.h", "C++", 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 45, 283
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/CMakeLists.txt", "CMake", 4879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 4899
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/build.gradle", "Groovy", 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 17, 112
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/debug/res/values/string.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 34
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/ADSRComponent.h", "C++", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 39, 191
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/AudioLiveScrollingDisplay.h", "C++", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 13, 79
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/AddPair.h", "C++", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 52
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/ApplyForce.h", "C++", 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 37, 184
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/BodyTypes.h", "C++", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 29, 160
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/Breakable.h", "C++", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 29, 156
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/Bridge.h", "C++", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 23, 126
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/BulletTest.h", "C++", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 28, 137
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/Cantilever.h", "C++", 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 40, 212
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/Car.h", "C++", 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 54, 287
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/Chain.h", "C++", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 12, 75
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/CharacterCollision.h", "C++", 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 40, 254
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/CollisionFiltering.h", "C++", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 177
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/CollisionProcessing.h", "C++", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 38, 189
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/CompoundShapes.h", "C++", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 23, 144
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/Confined.h", "C++", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 30, 168
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/ContinuousTest.h", "C++", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 25, 138
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/DistanceTest.h", "C++", 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 25, 136
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/Dominos.h", "C++", 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 41, 216
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/DumpShell.h", "C++", 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 26, 268
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/DynamicTreeTest.h", "C++", 0, 0, 272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 61, 358
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/EdgeShapes.h", "C++", 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 44, 250
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/EdgeTest.h", "C++", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 110
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/Gears.h", "C++", 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 33, 188
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/OneSidedPlatform.h", "C++", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 23, 121
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/Pinball.h", "C++", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 28, 170
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/PolyCollision.h", "C++", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 23, 123
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/extras/AudioPluginHost/Builds/Android/app/src/main/assets/Box2DTests/PolyShapes.h", "C++", 0, 0, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 52, 296
